scorer,,,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats,rats
bodyparts,,,head,head,nose,nose,spine1,spine1,spine2,spine2,spine3,spine3,tailbase,tailbase,tail1,tail1,tail2,tail2,tail_tip,tail_tip,L_hip,L_hip,L_backpaw,L_backpaw,R_backpaw,R_backpaw,L_shoulder,L_shoulder,R_frontpaw,R_frontpaw,R_shoulder,R_shoulder,R_hip,R_hip,R_knee,R_knee,L_knee,L_knee,L_frontpaw,L_frontpaw
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,RAT 2 FR1 10-03-25,img00078.png,,,,,722.8110787293541,460.3287974841591,826.7232838378767,503.21319959243823,902.5956875679092,625.268805592925,1019.703093325133,798.4558141071295,1211.0335027313015,905.6668193778272,1347.9337094615776,1067.308027324418,,,709.6158780806529,722.5834103770969,744.2532797834938,854.53541686411,,,,,,,,,,,,,,,,
labeled-data,RAT 2 FR1 10-03-25,img00278.png,1377.225198532388,556.3933201359812,1527.729121946495,731.469312678922,1211.3637319127597,519.5352164427304,1027.073213446506,519.5352164427305,867.3547641090863,666.9676312157336,796.710065363689,795.9709941421122,683.0642456428327,786.7564682187995,609.3480382563312,722.2547867556107,775.2095048759595,737.612329961132,,,,,1119.218472679633,974.118495326158,,,1374.153689891284,980.2615126083668,1318.8665343514076,802.1140114243215,1030.1447220876105,756.0413818077577,1054.716791216444,906.5453052218649,,,,
labeled-data,RAT 2 FR1 10-03-25,img00392.png,1344.634909299402,658.2568072146782,1535.9653187055706,760.5196122421132,1189.591301677162,552.695202025068,999.910292352081,539.5000013763668,881.1534865137695,648.3604067281524,788.7870819728606,813.3004148369184,615.6000734586562,814.949814918006,645.2892749182341,745.6750115123243,816.8268833513508,727.53161062036,,,,,1125.2646985147437,963.3958222158954,,,1349.5831095426652,971.6428226213338,1268.7625055693698,907.3162194589148,1031.2488938927468,763.8184124042887,1085.6790965686396,904.0174192967396,,,,
labeled-data,RAT 2 FR1 10-03-25,img00727.png,1450.1965144890123,445.4841967543702,,,1265.4637054071943,466.92639780850976,1054.3404950279737,499.9143994302629,927.336688784224,645.061606565977,821.7750835946139,800.1052141882171,628.7952741073575,842.9896162964963,533.1300694042732,793.5076138638665,724.4604788104418,744.0256114312367,,,1159.902100217584,861.1330171884606,1126.914098595831,963.3958222158954,,,1631.6305234086549,704.4400094851328,1483.1845161107658,706.0894095662204,1093.9260969740776,770.4160127286393,1080.7308963253763,915.5632198643532,,,,
labeled-data,RAT 2 FR1 10-03-25,img01453.png,493.5444674581694,155.18978248294195,,,663.4326758101984,308.5839900240944,826.7232838378767,457.0299973219838,943.8306895951006,638.4640062416263,1051.0416948657985,902.368019215652,1252.2685047584932,963.3958222158954,1466.6905152998888,940.3042210806682,,,683.2254767832503,816.5992149990936,660.133875648023,1016.1766248107006,,,491.8950673770818,358.06599245672413,,,,,,,,,797.0340823782989,994.734423756561,315.409258700702,287.1417889699547
labeled-data,RAT 2 FR1 10-03-25,img01519.png,605.7036729721303,209.6199851588348,,,574.3650714314647,338.2731914836722,571.0662712692894,513.1096000789641,585.9108719990784,701.1412093229574,643.6398748371465,913.9138197832656,882.8028865948571,1067.308027324418,1318.2445080019995,1067.308027324418,1483.1845161107658,899.0692190534767,450.6600653498903,687.9460086742561,511.6878683501336,875.9776179182493,755.7990803511074,859.4836171073728,,,,,,,745.9026798645814,668.1532077012041,721.1616786482665,862.7824172695482,,,,
labeled-data,RAT 2 FR1 10-03-25,img02759.png,1314.945707839824,575.7868031602952,,,1189.591301677162,526.3048007276655,1004.858492595344,549.3964018628926,877.8546863515943,696.1930090796945,805.2810827837371,871.0294176749865,531.4806693231856,925.4596203508792,289.01885740329953,988.13682343221,,,,,,,1102.173097379516,989.786223513298,1283.6071062991589,849.5872166208469,1501.32791700273,676.4002081066426,1433.7025136781358,737.4280111068861,1085.6790965686396,788.5594136206034,1023.0018934873084,961.7464221348076,,,,
labeled-data,RAT 2 FR1 10-03-25,img03474.png,,,,,1189.591301677162,539.5000013763668,1080.7308963253763,663.2050074579413,1019.703093325133,842.9896162964963,917.440288297698,1047.515226351366,,,,,,,,,,,1390.818111569857,1032.670625621577,1410.6109125429084,811.6510147558308,1514.5231176514312,650.00980680924,1461.742315056626,666.5038076201167,1356.1807098670156,849.5872166208469,1285.2565063802465,1042.5670261081032,,,1496.3797167594666,798.4558141071295
